student_id,gender,percentage_10,percentage_12,cgpa_sem,basic_aptitude,grade_ICP,grade_OOPS,grade_DSA,grade_DAA,grade_DBMS,grade_OS,grade_CN,grade_IWT,grade_CPMAD,grade_AJ,grade_AWT,communication_skill,aptitude_training_perf,coding_training_perf,national_test_score,amcat_score,num_hackathons,leetcode_solved,github_contrib_score,num_projects,project_depth,num_internships,internship_quality,research_papers,certification_count,attendance_percent,mock_interview_score,personality_score,placement_status
S1278,Female,84.38,73.19,6.34,2,B,A,A-,B+,B,A,A-,A,D,B,B+,1,2,3,0,60,1,219,12,1,1,3,3,0,0,61,2,4,0
S1279,Male,75.12,76.06,7.76,2,C,B,A,A,B-,A,D,B,B,A-,B+,2,3,5,1,61,1,127,0,0,2,3,3,1,5,99,2,1,0
S1280,Male,100.0,60.09,7.49,5,B-,A,B+,A,B+,A,A-,A,A+,A,C,1,4,3,5,71,0,170,17,2,4,3,0,1,4,95,4,3,1
S1281,Female,58.31,72.25,7.29,2,A+,A,B-,B,B,A+,A,A,B+,C,C,4,3,3,3,86,0,224,12,4,3,2,0,0,1,74,3,3,1
S1282,Female,85.59,54.41,9.11,5,D,B-,A,A-,B-,B+,B,A+,A,B,B,4,2,5,4,75,3,273,2,2,3,3,3,2,5,85,4,5,1
S1283,Male,73.27,50.77,6.65,3,B,A,A,A,A,B,B-,B+,A+,B,C,4,1,4,1,85,1,164,7,4,4,2,0,2,4,91,4,1,1
S1284,Male,82.72,76.4,5.88,3,A,A+,A,A+,B,B-,A+,B,A,C,B+,4,4,4,0,79,2,157,17,1,3,3,3,1,0,90,3,2,0
S1285,Male,79.41,67.39,7.52,2,A+,A,C,B+,C,B-,B,B-,A,A-,A,5,5,2,0,59,1,196,1,2,1,3,3,0,5,69,5,3,1
S1286,Male,67.67,74.43,7.02,3,A,B,A-,B+,B+,A-,A+,B-,B,B,A,2,4,4,2,65,2,29,19,5,1,1,0,0,6,97,2,5,0
S1287,Male,77.29,71.79,10.0,4,B-,A,A+,B,A,B,B+,A,A-,A,B+,5,3,2,5,55,0,195,5,2,3,2,2,0,8,60,5,3,1
S1288,Male,56.42,60.28,8.31,4,A+,B+,B,B+,A,A,A,A,B,B,B,5,4,4,5,79,2,168,17,0,4,2,0,2,1,69,2,5,1
S1289,Male,81.03,71.46,7.01,4,A,B,B,A,A,A+,A,A,A+,A+,A-,4,1,2,0,31,0,66,17,1,2,3,2,1,5,82,5,3,1
S1290,Male,77.98,57.2,6.23,3,B,B-,A,B+,A,B,B+,C,A+,A,B-,1,4,2,0,36,1,183,8,4,3,0,1,1,5,59,2,2,0
S1291,Male,81.39,88.69,5.24,4,B+,A,D,C,B+,B,C,B,A+,A-,A-,1,5,1,3,56,1,237,14,0,0,2,3,2,0,74,3,2,0
S1292,Male,85.58,55.73,6.27,5,B,B-,B,A,A+,B-,B,A+,A,A+,A,3,3,2,4,78,3,201,2,4,1,3,1,0,7,59,3,3,1
S1293,Male,78.68,69.65,7.64,1,B,A,B+,B,A,B,C,A,A-,B+,A+,2,3,5,3,75,4,108,8,2,0,2,3,2,4,73,3,4,0
S1294,Female,76.48,59.49,9.21,2,A+,B,A-,B+,A-,A,B,B+,B,B+,C,3,2,5,2,55,1,217,17,3,0,2,0,2,1,90,1,2,0
S1295,Female,66.19,78.85,8.85,5,B-,A-,B-,B,B+,B-,A+,A,D,B,B-,5,3,2,1,94,2,75,19,2,0,0,1,1,4,82,2,2,1
S1296,Male,67.88,68.02,7.77,4,A,A,A,A,B+,B,A,B-,A-,A,B,3,5,5,5,31,2,1,19,1,3,0,1,2,3,83,3,5,0
S1297,Male,86.87,65.78,7.11,1,B+,B,A,C,B,B-,C,B+,A+,A,B-,3,5,4,2,93,0,10,6,5,3,1,3,0,6,64,5,5,1
S1298,Male,89.36,82.24,7.82,2,B,A,A,B,A+,B,B,B,A,B,B-,3,3,5,5,93,1,75,16,4,0,0,3,2,9,89,1,1,0
S1299,Female,72.62,72.35,6.88,5,A,A,B,B-,A+,A,D,B+,B-,B,C,2,4,1,0,89,2,91,2,0,3,3,2,0,7,73,1,1,0
S1300,Female,75.46,78.2,9.56,2,C,A-,B+,A,A+,A+,A,A,B,A+,A-,1,5,5,4,38,2,96,6,2,0,0,2,2,0,64,3,2,0
S1301,Male,65.95,60.22,7.27,3,B+,B,B,B,A-,A,A,B+,B,B+,B+,1,3,4,0,44,1,169,12,4,0,1,0,0,0,98,4,2,1
S1302,Female,86.73,55.14,7.4,4,A+,A,A,B,A+,A+,A-,B,A,B,A+,3,3,4,4,66,2,258,8,0,2,3,1,1,7,59,3,3,0
S1303,Male,81.65,73.29,4.84,5,C,A,B,A-,B,A,A,A-,A,A+,C,2,4,2,4,35,2,296,8,2,2,0,1,1,3,54,4,4,1
S1304,Male,94.41,68.17,7.27,5,B+,A+,B,A-,A,B+,A,B+,A,A-,D,1,3,3,4,72,3,82,4,3,2,1,2,2,7,71,3,3,1
S1305,Female,66.22,79.52,8.5,1,B,B+,A-,B,C,C,A-,B-,B-,A,B,4,1,4,1,74,1,81,3,3,4,1,0,1,6,86,2,2,0
S1306,Female,71.22,71.04,6.22,1,B+,A-,B-,A+,B+,B-,B,A,A,C,B+,1,2,2,2,57,0,292,8,5,1,0,1,2,8,80,5,5,1
S1307,Female,77.31,74.46,6.6,1,B-,A,A,B,A-,B,A,B+,B,A,B+,1,5,2,5,81,1,222,5,2,3,0,3,0,6,72,4,1,1
S1308,Female,81.46,52.52,8.45,2,A+,A+,B,A+,B,A+,A+,A,B+,A,A-,2,4,5,5,64,0,262,9,1,2,1,3,0,3,60,4,4,1
S1309,Male,72.84,94.66,5.73,4,A,A-,A+,A,B,A,B,B,B+,B-,A,2,4,5,1,95,1,37,17,3,1,3,3,1,4,59,1,5,1
S1310,Female,66.27,70.03,8.77,2,B+,B,B+,B,B,B,B+,A+,A,A,B+,1,2,2,1,55,2,132,2,4,1,3,1,2,6,84,4,2,1
S1311,Male,83.81,80.37,6.86,4,A+,B,C,A+,C,A,B+,B,B,B+,A+,4,1,1,1,49,0,60,19,1,3,3,0,0,1,71,2,4,1
S1312,Female,82.21,61.97,7.03,5,B,B-,D,C,A-,B-,B+,A,A+,A+,D,4,2,2,3,91,3,82,6,1,4,1,2,2,2,90,5,4,0
S1313,Male,65.84,75.7,6.15,2,A-,A+,A,B-,B-,C,B-,A+,D,D,A-,3,3,5,3,30,2,204,11,2,0,1,2,1,2,71,4,1,0
S1314,Female,88.55,56.37,7.95,2,A,C,A-,B,A-,A-,B+,B,A+,B-,C,3,4,4,3,82,1,27,4,4,2,3,2,2,8,86,1,4,1
S1315,Male,86.7,77.42,10.0,2,A+,A,A+,B-,B-,B,C,B,A+,B,B,1,3,1,1,59,0,184,16,4,4,1,3,1,1,76,5,2,1
S1316,Female,76.34,67.73,8.44,3,B,D,B-,B-,A,A,B+,B-,A,A+,A,1,4,3,0,89,2,129,18,0,3,0,1,2,3,50,4,1,0
S1317,Male,75.8,72.35,6.46,4,B-,A,B+,A,A,B,A,B+,B-,A+,A,1,4,4,3,39,2,69,3,3,4,2,1,1,7,54,2,2,1
S1318,Female,80.54,80.38,8.86,4,A-,B+,A-,B-,B,A+,A-,B+,A,B+,D,4,3,5,3,51,2,206,11,3,1,1,2,2,0,60,2,4,0
S1319,Male,66.38,57.21,7.12,2,B+,A-,A,A,A,A,B+,B,B+,A,B,5,2,4,1,58,0,155,14,1,4,0,2,2,8,82,5,2,0
S1320,Male,75.3,63.79,9.15,3,A,A-,C,A-,A,B,B+,A,A+,B,A,3,5,4,2,98,1,36,1,1,2,3,1,2,5,65,1,5,1
S1321,Male,53.48,77.49,8.47,2,B,B-,B+,B+,A,B,B,A+,A+,B+,A+,3,5,5,0,37,2,216,14,2,4,3,2,1,3,89,2,4,0
S1322,Male,83.76,97.18,4.0,4,A+,B,A,B,B,B,A,A,B,B-,B,5,2,4,4,82,1,95,10,4,4,1,1,2,4,79,3,3,1
S1323,Female,59.39,70.34,6.3,5,B+,D,A-,A+,B-,B+,B,A,A,A,A,1,1,2,4,40,0,248,0,3,1,2,3,1,6,77,3,3,1
S1324,Male,90.03,79.09,8.63,3,B,B,A,A,B,B,B,A,B,B+,A,3,2,1,5,55,0,182,13,0,4,0,2,0,7,78,4,5,0
S1325,Female,71.7,70.72,7.68,3,C,B+,B,B,B-,B,B,C,B,B,B,4,2,5,0,48,1,100,3,3,1,0,2,2,4,65,2,3,0
S1326,Male,72.88,95.31,6.27,2,A-,A+,C,A-,B+,C,B+,B-,B-,B+,B,5,2,1,1,48,0,227,5,3,2,3,1,2,6,50,3,3,1
S1327,Male,68.72,51.03,6.74,5,B,D,B-,B,A+,B-,D,C,A,B-,B+,4,5,2,2,59,0,2,7,5,2,2,0,1,2,57,4,1,0
S1328,Female,72.12,73.14,5.21,4,B+,B+,B+,B,A,B,A-,D,B+,A,C,1,4,5,2,65,0,70,19,5,0,3,2,2,1,53,4,2,0
S1329,Female,89.19,52.49,7.39,1,C,B,B-,A,B+,B,A,A-,C,B,B,3,1,2,4,71,1,96,1,3,0,2,0,2,1,85,4,4,0
S1330,Male,50.12,41.92,10.0,4,A-,A-,A-,A,A,B+,B-,A,B,C,B-,4,1,3,2,85,0,84,3,1,1,0,0,0,9,67,1,3,1
S1331,Male,87.77,75.57,8.47,4,A,B+,A,B,A,A,A,B+,A,A,A,5,1,3,4,38,0,238,16,4,0,3,2,2,2,68,4,4,1
S1332,Female,78.38,73.67,10.0,5,B-,C,D,B+,B+,A,B,B-,B+,A-,A,1,3,3,5,36,0,175,8,4,0,3,2,2,5,85,1,5,1
S1333,Male,62.93,68.58,8.56,3,A+,A,A,A,B,B-,A,B+,C,A+,A,3,2,1,3,47,0,292,18,3,3,3,0,0,9,58,3,3,0
S1334,Female,64.25,70.73,8.73,4,A,A,A,A,A-,B-,A+,B+,A-,B,A,3,4,3,5,38,1,130,7,4,0,2,0,1,0,75,4,1,0
S1335,Female,91.76,100.0,9.87,3,A+,A,D,A,B-,B,A,A,B-,B+,C,1,4,3,1,35,1,176,8,2,4,0,2,0,2,51,3,4,0
S1336,Female,65.54,68.9,7.95,5,B-,B,A,A,B,A-,A-,A-,B+,A+,C,1,3,2,2,99,0,100,12,1,2,2,1,0,2,52,2,5,1
S1337,Male,63.47,78.12,7.28,5,A+,A+,B,B+,B,A+,A,A-,A,B,B,1,5,4,1,74,1,216,7,1,0,3,2,2,1,77,1,1,0
S1338,Female,86.37,64.21,8.74,2,B-,A+,C,B,D,A,A,A-,A,B-,B+,4,3,4,3,51,0,187,13,4,1,1,3,2,0,94,3,2,1
S1339,Male,78.39,75.54,9.24,1,B+,A,B+,B+,A,A-,B,B-,A+,C,B,2,3,3,0,99,0,245,17,3,3,1,3,1,0,69,4,5,0
S1340,Male,65.62,69.14,6.92,5,A+,B+,A+,B-,B,B+,B,A+,A,B+,B+,3,2,4,0,61,0,268,17,3,3,0,1,1,0,68,3,1,0
S1341,Male,77.17,67.07,6.63,5,A-,A-,A-,A,B-,C,B-,C,B-,B+,A+,4,5,3,0,96,1,180,9,5,2,0,0,1,7,68,4,4,1
S1342,Male,64.74,93.83,7.67,3,A,A+,A,A-,B+,A,B-,A+,B,B-,B+,5,3,3,4,45,0,153,19,3,2,0,0,0,5,90,5,1,0
S1343,Female,86.01,86.13,8.5,5,B,C,A-,B,B,B+,A-,C,B,A-,B+,3,4,1,4,31,1,180,0,4,1,1,0,0,8,86,1,5,0
S1344,Female,85.61,73.64,8.46,4,B,C,B,B,A-,A-,B-,B+,B,B,A,2,2,5,0,96,0,56,11,3,1,1,3,0,2,64,2,2,0
S1345,Female,80.32,44.35,5.79,2,B+,A,A-,B,B+,D,B+,B,A-,B,A,5,5,4,3,70,0,45,2,5,1,3,2,1,6,90,3,2,1
S1346,Male,78.62,67.67,9.79,2,A+,B,A-,B,A+,B-,B+,A,A,A-,A,3,4,3,5,80,0,85,19,5,3,0,1,1,5,55,3,5,0
S1347,Male,92.61,100.0,6.73,4,B,B+,B+,B,D,A-,B,B,C,A+,B,2,1,4,4,43,0,234,11,4,3,2,2,2,8,91,5,4,1
S1348,Male,75.0,69.23,7.18,5,B-,A,B+,A+,B-,D,A,B-,B+,A+,A,1,2,1,5,78,2,81,17,0,1,0,0,0,8,50,4,2,1
S1349,Female,63.18,85.24,6.42,1,B,A,B-,B,B-,B+,B,A,B+,A-,B,2,4,1,5,78,1,177,11,5,0,0,2,2,8,62,2,3,0
S1350,Male,79.49,89.3,10.0,5,B-,B+,A,B,B,A,A-,A,D,B+,A-,3,3,3,0,56,2,92,6,4,0,3,1,1,6,98,4,3,1
S1351,Female,95.86,74.63,7.79,2,A,A-,B-,D,A,B+,A,A,A-,B-,A-,2,3,4,1,68,0,197,2,2,1,3,3,2,8,95,4,2,0
S1352,Male,64.85,61.9,6.48,1,B-,A,B+,B,A+,A,A,A,B-,A-,B-,3,2,4,0,65,0,161,6,3,1,0,2,0,6,52,3,4,0
S1353,Male,71.39,42.78,8.54,3,A,B-,A,B,B-,B,A,A,B-,A,B+,3,5,4,0,39,1,225,12,3,3,3,2,1,8,94,3,4,1
S1354,Female,79.16,80.21,8.42,3,A+,B+,A,B+,A-,C,B-,B,A,B+,A-,2,3,1,1,33,2,192,10,1,0,2,1,0,1,57,3,4,1
S1355,Male,74.46,62.22,7.27,5,B-,B,A-,B-,A,B,D,A,A+,A,B-,2,4,2,5,31,0,145,19,5,2,1,1,1,1,72,1,4,1
S1356,Female,65.18,74.11,8.51,5,C,A,B,D,B+,A,A-,B,C,A+,A-,5,1,2,4,57,0,253,19,4,2,2,0,0,6,77,1,4,1
S1357,Female,86.22,57.0,6.51,1,B,B+,A,B,A-,A,A,B-,A-,A,B-,5,5,4,5,55,1,282,16,0,4,1,1,2,9,82,3,1,1
S1358,Male,98.2,68.82,6.91,1,A,A,C,B,B,A+,A,B,A+,A,B+,4,2,4,1,59,1,9,14,3,2,3,3,1,5,83,4,2,0
S1359,Male,76.96,72.4,5.09,5,A,B+,B+,A+,B+,A,B-,A,B+,A+,A,3,3,5,4,38,1,129,5,1,0,1,0,0,5,83,2,5,1
S1360,Male,65.96,75.22,5.91,2,B+,B,C,B,B,A+,A,B+,B,A,B,5,5,3,3,30,3,90,5,4,3,2,2,1,4,74,2,3,0
S1361,Female,59.51,58.62,9.67,3,B-,B,A+,B,B-,B+,C,A-,B,B,A,4,1,1,4,85,0,62,6,1,0,1,0,1,0,90,4,2,1
S1362,Male,77.58,86.36,9.47,1,A,A-,A,B,A,B,B,A,C,A,A,3,5,5,2,85,1,14,8,0,0,2,2,0,6,50,5,3,1
S1363,Female,86.04,64.84,7.58,2,B-,B,A+,A,A,B,B-,A,C,A,A+,4,5,4,4,90,1,241,8,4,2,1,1,2,1,92,4,2,1
S1364,Female,79.75,51.91,9.5,5,A,C,A,B,A-,A+,B+,C,C,C,A,5,2,2,2,74,1,192,17,3,1,3,0,1,7,56,2,2,1
S1365,Female,74.98,70.69,7.31,4,B-,B,B-,A,C,A,B,B,A+,B,B,4,1,2,4,42,1,215,0,4,4,0,3,0,9,87,5,3,1
S1366,Male,69.11,72.41,7.21,1,C,A,A+,B,A-,A,B,A,B,A+,B-,2,1,5,1,43,0,261,17,3,2,1,0,1,6,77,5,4,1
S1367,Female,64.08,73.93,7.57,4,A-,B,A-,A,A-,A,B-,B+,A,A+,B-,4,5,2,4,39,5,220,17,2,2,2,3,2,1,66,2,3,1
S1368,Female,83.35,88.35,7.35,2,A-,A,A,B,B,A-,B-,A,A,B,A,1,3,2,0,46,1,133,11,3,2,3,0,2,1,87,5,3,1
S1369,Male,84.14,69.16,7.24,3,B-,B-,A-,A,A-,A,B+,C,B-,B+,B,1,5,3,4,46,0,293,0,1,4,1,1,0,9,97,1,3,0
S1370,Male,59.54,70.56,8.87,2,B+,B+,B-,A+,C,B,B,C,A-,A+,A,4,4,4,1,60,2,14,18,0,3,3,2,2,7,79,3,4,1
S1371,Female,90.9,58.76,7.68,3,B,A-,B,B,B-,B-,C,A,C,A,B,1,3,5,1,75,2,28,13,4,2,0,0,1,4,50,5,2,0
S1372,Male,80.74,81.85,8.35,2,B,A+,B,A,B+,B+,C,A-,A+,C,B-,4,2,1,4,78,3,257,13,2,3,2,2,2,7,77,5,5,1
S1373,Female,89.0,74.21,8.74,1,A,A-,A,B,B,B,B,B+,B-,B+,A+,4,1,1,4,47,0,200,15,2,3,0,2,2,0,85,1,5,1
S1374,Male,61.58,66.96,7.97,1,B-,C,C,C,A+,A,A+,B+,A,A-,D,4,3,4,4,40,1,87,5,2,0,3,2,2,8,67,1,2,1
S1375,Male,61.34,49.14,6.34,4,A,A+,B,C,B,B-,A,A,A,A,B-,1,2,1,5,84,1,161,16,1,1,0,0,1,7,51,4,3,1
S1376,Female,73.51,89.33,5.88,2,C,B+,A-,A,B,A,B-,B,B+,A,B,3,5,2,5,32,1,23,12,3,4,3,2,2,5,82,2,2,0
S1377,Male,80.03,57.27,7.68,2,A,C,A-,B-,A-,A,A+,A,A-,A-,B,4,2,3,3,45,1,240,18,2,1,0,0,1,7,56,4,1,0
S1378,Male,92.96,64.9,7.29,4,B,A-,C,A-,A,A,A,B,B+,C,B,4,4,5,2,38,0,101,19,0,3,2,3,0,0,97,2,2,1
S1379,Male,82.06,76.3,7.6,5,A,A-,B+,C,C,A,A,A-,C,A+,D,2,2,5,4,97,0,280,1,0,3,1,2,1,7,94,1,1,0
S1380,Male,72.57,57.64,7.48,2,A,B+,B,B,A-,B+,B,B,B,D,B,2,3,2,4,74,0,116,9,4,4,0,3,1,0,99,3,5,0
S1381,Male,64.74,54.08,10.0,2,A,B+,A-,A+,B,D,B+,B,A,A,A-,5,1,4,2,31,2,32,8,0,1,2,2,0,3,88,2,5,0
S1382,Male,87.3,46.51,5.9,2,B,A,A,A-,A+,B,A,B+,A,A-,B,1,3,3,0,51,2,253,11,3,0,1,0,2,9,67,2,5,1
S1383,Female,65.35,80.65,5.11,5,B+,A+,B,A,A-,A-,A,B,A-,A+,A,3,3,1,3,98,2,298,7,3,1,3,0,2,2,56,1,3,1
S1384,Male,91.28,65.46,7.9,1,B-,B,B,B,B-,B+,B,B+,B+,B+,C,4,1,5,3,78,1,16,8,2,2,1,3,0,2,53,5,1,0
S1385,Female,72.16,100.0,7.05,4,A,C,B+,A-,A-,B,C,A,B,B+,C,4,4,5,0,50,2,6,10,3,1,3,3,2,9,66,4,1,1
S1386,Male,90.91,60.07,7.88,5,B,A,B,B,B,B-,A+,A,A,B,B+,1,3,4,2,84,0,26,0,3,3,2,1,2,8,68,3,1,1
S1387,Female,81.79,60.94,8.2,3,B,A,A,B,A,B,A,A,B,B+,B,5,1,3,2,33,0,35,10,2,4,2,1,0,7,54,2,2,1
S1388,Male,73.63,65.22,9.04,3,A,A-,B,C,A-,B+,B,A+,A+,A-,C,5,1,1,1,87,1,270,18,4,2,1,1,2,9,88,5,3,1
S1389,Female,69.81,74.92,5.69,5,A-,B-,C,C,C,B,B-,B,B+,B,A,2,3,5,2,99,0,69,1,3,3,1,2,0,7,87,1,5,1
S1390,Male,71.59,66.36,6.83,5,B+,A,B-,A-,B+,B,B,A-,B,A+,B+,1,1,5,5,88,0,184,13,3,1,3,3,2,6,86,2,2,1
S1391,Male,79.28,79.35,8.01,1,A-,B-,A,B,C,A,B,A+,A,B+,B+,5,5,1,3,55,0,227,3,1,4,0,1,2,7,62,5,3,1
S1392,Male,75.77,60.26,8.42,3,A,A+,A-,B-,C,A,B-,B-,B-,A,B,5,3,3,5,98,1,68,19,4,2,1,3,2,7,61,4,5,0
S1393,Male,69.06,55.42,10.0,4,B,C,B-,B-,C,B,A,B,B,A-,A-,3,4,3,1,68,0,52,14,2,1,0,1,2,9,86,1,1,1
S1394,Male,73.34,50.42,8.65,2,A,B+,B+,A+,B-,B-,A,B+,B,B,B,2,5,3,4,30,1,236,1,1,2,3,3,0,5,53,5,1,0
S1395,Male,75.79,45.32,7.43,2,B,B,B+,A,A+,A-,B,A,B+,A,A-,2,4,5,4,86,1,196,15,5,0,0,3,1,7,74,5,1,1
S1396,Female,53.71,65.78,6.43,1,C,A-,C,A,C,C,B-,A,C,C,A,2,3,2,4,77,0,1,3,1,0,1,1,1,1,80,2,4,0
S1397,Male,79.58,68.39,6.82,1,B+,B,B+,A-,A,A,B+,B+,B,B-,A,5,2,5,1,50,3,106,1,4,4,2,2,0,6,89,4,1,1
S1398,Male,65.2,64.42,6.79,3,B,A,B+,A,A+,A-,C,B-,A-,A-,A,4,1,4,3,60,0,145,14,3,0,1,1,0,2,64,1,5,1
S1399,Female,63.47,86.92,8.29,4,A+,A+,A+,B+,A+,A-,B,A,A,A+,A+,5,5,4,2,87,0,159,18,2,3,0,3,2,7,77,1,2,0
S1400,Female,58.13,86.74,7.81,4,B-,A-,A+,B,A,C,B,B+,A+,B,B+,5,3,5,1,76,0,238,18,4,1,1,0,2,4,60,4,2,1
S1401,Male,57.06,67.98,5.91,5,A,B-,A+,B+,B,A,A+,C,A,B-,B,1,1,5,3,52,0,125,15,1,2,1,2,1,4,78,3,4,1
S1402,Male,61.45,50.47,6.98,1,B,B,C,B,A-,B+,A,B,D,A,A,2,2,1,2,36,0,156,11,0,2,2,2,1,2,54,2,4,1
S1403,Male,67.91,65.2,8.55,2,C,B+,A-,A+,A+,A,B,A-,A-,C,B,2,4,3,0,78,0,207,2,2,0,0,0,0,0,92,5,5,1
S1404,Female,94.53,64.8,7.92,2,B+,B+,B+,B-,B+,B+,A,B,B-,C,B+,3,3,1,3,60,2,202,19,0,2,0,1,0,1,91,2,3,0
S1405,Female,69.74,64.11,8.18,3,B,A,B-,C,A-,B-,A+,B-,A,B+,A,2,3,4,5,76,2,126,14,5,2,0,3,2,1,51,4,4,0
S1406,Male,76.78,63.63,7.96,2,A-,B-,B,B,B,A,C,B+,A-,B,A-,5,2,4,5,97,0,283,6,5,1,0,1,2,6,69,5,4,1
S1407,Female,79.0,64.16,9.45,4,A+,B,B,B-,A,B-,B-,B-,C,A-,B,1,4,2,0,64,0,154,8,3,4,2,3,2,1,71,3,5,0
S1408,Female,76.31,67.36,7.78,4,B,B,A,A,A,C,A,B+,A+,B+,A+,3,3,3,4,63,1,135,14,4,2,3,0,1,6,89,4,2,0
S1409,Male,74.23,64.37,7.04,1,A+,B+,B-,B,A,A+,B,B-,B+,A,A,5,1,3,4,87,0,150,19,3,0,3,3,1,0,76,2,5,1
S1410,Female,63.05,74.5,6.4,3,B,C,A,A,A,B,A+,C,C,A,D,5,2,4,3,44,1,31,12,4,0,2,3,0,1,70,5,1,1
S1411,Male,89.51,76.32,7.8,2,A+,B-,A+,A-,B+,A,A,B+,C,B,B,3,3,1,5,71,0,14,6,1,4,0,1,1,6,69,1,3,1
S1412,Male,93.07,61.07,4.57,1,B-,B,A,A,B+,A,B,B,B-,A+,B+,5,4,5,0,47,1,127,15,3,2,1,3,2,6,81,5,4,1
S1413,Male,58.17,87.25,7.28,5,A,A-,A,B+,A,B,B,B,B-,B+,B,5,5,3,1,67,1,95,9,0,2,0,1,0,1,85,5,3,1
S1414,Male,64.76,60.24,7.25,5,B+,B,A,A,A-,B,A+,B,B,B-,B-,1,3,5,2,93,1,100,1,1,2,3,1,1,9,97,4,5,0
S1415,Male,72.2,52.59,5.86,2,B+,B+,B,B,A-,A-,A,B-,A,A,B-,1,4,4,4,58,0,117,18,4,4,1,2,2,6,95,3,2,1
S1416,Female,65.35,76.57,6.39,2,B+,A-,A,A-,C,A+,A,A+,B,A,A,1,2,2,4,39,0,9,5,1,0,3,0,0,8,52,5,3,1
S1417,Male,80.06,62.19,8.47,2,A,A,B,B-,A,C,D,B,C,B+,B+,2,4,4,4,46,0,116,17,0,2,0,1,1,7,57,5,4,1
S1418,Male,67.72,75.86,7.78,4,B+,A-,A+,B,B-,B,B,B,B+,A,B,3,4,5,4,61,0,179,1,2,2,3,0,0,5,79,3,1,1
S1419,Male,96.65,43.16,7.62,2,A,B+,A,A,B,A,A-,B,A,B-,A+,1,2,4,5,90,0,223,0,4,3,2,2,0,3,53,3,3,1
S1420,Female,86.91,88.71,7.87,5,A-,A-,B+,A,A+,B+,A+,B,B+,A-,C,5,5,3,3,75,0,223,14,2,1,2,1,1,2,56,5,5,0
S1421,Male,77.13,80.07,7.61,2,A-,A,C,B-,D,A+,B+,A+,B,B+,A-,2,1,5,5,85,0,247,9,1,4,0,0,2,7,73,1,5,1
S1422,Male,85.27,53.99,8.99,3,B+,B,B-,A-,B,A,B,A-,A,A,A-,3,5,5,3,90,0,253,2,5,1,1,2,1,2,58,1,3,1
S1423,Male,86.06,54.25,7.65,5,A,B+,C,B+,B,B+,B-,B-,B,A+,C,1,1,2,0,73,2,136,9,5,4,1,2,2,4,83,1,5,0
S1424,Male,69.36,92.07,5.75,3,D,A+,B,B,A-,B+,A,C,B+,A,A,1,1,3,1,67,2,229,2,3,1,1,3,0,2,84,4,3,0
S1425,Female,66.84,63.15,9.46,5,B+,A-,B,A,B+,A,D,A,B,A+,A+,3,1,1,0,79,3,40,5,5,3,2,3,2,8,58,4,3,1
S1426,Female,75.78,61.99,7.94,1,A,B-,B,A,A,B,A-,B+,A,B+,B,1,3,2,5,61,0,39,1,4,1,1,0,2,6,88,1,2,1
S1427,Male,83.62,44.81,6.79,5,B+,B,B,B+,A+,A,A,B-,A,B+,A-,3,5,3,5,82,0,271,8,1,2,3,1,0,2,64,1,5,0
S1428,Female,76.39,67.79,6.0,5,B-,A,A,A,B-,B+,A,B,B,A+,B,3,4,1,1,77,1,251,7,4,1,3,3,1,9,98,1,2,1
S1429,Female,59.23,69.27,7.98,3,A+,C,B+,A,B-,A,B+,B,B+,A+,A+,5,3,5,3,30,0,24,0,0,1,1,1,0,6,61,3,5,1
S1430,Female,66.97,80.59,7.36,3,B,A+,A-,A+,A,A-,C,A+,A,B+,A-,3,2,2,4,59,0,137,16,1,0,1,3,2,3,53,2,2,1
S1431,Male,74.26,55.21,9.39,5,B+,C,A-,A,B,A,B,B,A,B,A,4,2,5,0,38,1,8,12,3,4,2,3,1,0,66,4,1,1
S1432,Male,74.24,53.76,7.08,5,A,A,B+,A,B,B,B+,B,A,B,B,1,1,5,1,62,2,295,4,4,1,0,0,1,3,58,4,5,0
S1433,Male,94.73,77.41,6.5,4,B-,A+,A,C,A,A-,A,B,B+,A,A,5,3,5,2,55,0,56,6,5,2,2,3,0,9,80,4,2,1
S1434,Female,61.14,84.08,8.57,1,A-,A-,A-,B+,A-,A+,A,B,C,B-,B+,2,3,3,1,71,1,118,8,3,2,2,2,0,7,79,2,1,0
S1435,Male,80.06,53.15,8.61,1,A,A-,A+,B,A-,A+,B+,A-,B,C,B-,4,2,1,0,71,3,262,13,3,4,0,3,2,5,87,5,1,1
S1436,Male,89.89,84.98,7.7,2,B-,B+,C,A+,B,B+,B,D,B-,A,C,3,4,3,3,68,0,170,18,0,3,3,3,1,0,67,4,1,1
S1437,Male,97.71,72.45,8.31,5,B,B,A,A,B-,A,B,B,B+,B,B,2,5,5,4,90,1,203,0,5,4,0,0,1,0,70,5,2,1
S1438,Female,70.96,85.1,7.45,5,B-,B-,A,B-,A+,B+,A,B+,B+,B+,A-,2,5,2,2,76,1,56,2,2,2,1,0,0,3,66,3,1,0
S1439,Male,79.91,71.16,7.78,5,B,A-,B-,B,B+,A-,A,C,A,C,B+,2,1,5,0,71,3,144,15,1,3,3,2,0,5,84,1,4,0
S1440,Female,80.7,41.73,8.9,5,B,A-,B+,A,B,B,A-,C,B,B+,B,2,1,1,3,77,0,24,7,2,3,3,0,2,3,66,1,5,1
S1441,Female,76.95,70.18,8.25,1,B-,A,A,A-,B,C,C,B-,A-,C,B-,5,1,3,1,81,2,110,6,2,0,1,3,2,8,66,3,4,1
